caseId,comment,frame,endFrame,sec,endSec
5305,Incision,258,416,4.304,6.94
5305,Incision,725,869,12.095,14.498
5305,Viscoelastic,1062,1258,17.718,20.988
5305,Capsulorhexis,1479,3197,24.675,53.337
5305,Hydrodissection,3355,3877,55.973,64.681
5305,Phacoemulsification,4118,7941,68.702,132.482
5305,Irrigation/Aspiration,8509,9632,141.959,160.694
5305,Capsule Pulishing,9833,10097,164.047,168.452
5305,Capsule Pulishing,10136,10597,169.102,176.793
5305,Viscoelastic,10723,11080,178.896,184.852
5305,Lens Implantation,11198,11655,186.82,194.444
5305,Lens positioning,11767,12217,196.313,203.82
5305,Viscoelastic_Suction,12340,12979,205.873,216.533
5305,Viscoelastic_Suction,13388,14307,223.357,238.689
5305,Anterior_Chamber Flushing,14458,15304,241.208,255.322
5305,Anterior_Chamber Flushing,15319,15684,255.572,261.662
5305,Tonifying/Antibiotics,15698,15904,261.895,265.332
5305,Viscoelastic_Suction,16119,16830,268.919,280.781
5305,Tonifying/Antibiotics,16936,17627,282.549,294.077
5305,Tonifying/Antibiotics,17735,18238,295.879,304.271
5305,Tonifying/Antibiotics,18408,19187,307.107,320.103
5305,Viscoelastic_Suction,19885,20345,331.748,339.423
5305,Tonifying/Antibiotics,20640,21275,344.344,354.938
5305,Tonifying/Antibiotics,21424,21630,357.424,360.861
