caseId,comment,frame,endFrame,sec,endSec
4927,Incision,295,679,4.922,11.328
4927,Incision,924,1259,15.415,21.004
4927,Viscoelastic,1478,1903,24.658,31.748
4927,Capsulorhexis,2053,5191,34.251,86.603
4927,Hydrodissection,5355,6744,89.339,112.513
4927,Hydrodissection,7128,9078,118.919,151.451
4927,Phacoemulsification,9284,22346,154.888,372.806
4927,Irrigation/Aspiration,23117,26891,385.669,448.632
4927,Capsule Pulishing,27133,27610,452.669,460.627
4927,Capsule Pulishing,27671,28299,461.645,472.122
4927,Viscoelastic,28463,28914,474.858,482.382
4927,Lens Implantation,29056,30732,484.751,512.713
4927,Lens positioning,30899,32657,515.499,544.828
4927,Viscoelastic_Suction,32850,34711,548.048,579.096
4927,Anterior_Chamber Flushing,35048,36095,584.718,602.186
4927,Viscoelastic_Suction,36218,37321,604.238,622.639
4927,Tonifying/Antibiotics,37433,38506,624.508,642.409
4927,Tonifying/Antibiotics,38640,38999,644.645,650.634
4927,Tonifying/Antibiotics,39018,39444,650.951,658.058
